mjd mag_A magerr_A mag_B magerr_B mag_C magerr_C mag_D magerr_D
57008.0353569 18.873170359078923 0.05304431060894347 19.087965163434916 0.06041550981027812 18.853699096006153 0.052464171886837184 19.381014680087375 0.07380142068501261
57008.0394209 18.759579986776505 0.04539768967291979 19.125870246719124 0.05426742251535328 19.01703291766725 0.05118536421289441 19.12492177934636 0.05423873958311071
57008.0434403 18.64900611435703 0.03951230722618753 19.12696549987035 0.049494504676534865 19.01429900507245 0.04656061904593519 19.08244382433191 0.048286195406818104
57008.0515023 18.74896346219297 0.03942085644284406 19.268954231784427 0.0514637830125661 19.039823037091423 0.04518197204872306 19.188781899123356 0.04906649639649111
57008.0555272 18.69062414889513 0.037648613051473254 19.174652558206297 0.04722137216068684 19.01411332392236 0.043361312667003875 19.11599733697752 0.04572098342842951
57008.0597119 18.722758295012987 0.03278464845738759 19.057929494513075 0.035901654347541806 19.067767999782216 0.03601837544068635 19.157313170293936 0.03715936130744938
57008.0639228 18.601852232484717 0.03627298187747628 19.060467297509568 0.04519567819702256 19.139645349273543 0.047326365896305594 19.099662879258833 0.04622525587160939
57008.0679823 18.585255669500484 0.03595549064656791 19.058170299035382 0.04468712621181836 19.08370485474881 0.04532627279059662 19.011062937933744 0.043559362855386835
57008.0720166 18.635927552838798 0.03760702917294991 19.048494005927733 0.045456300797874834 19.07181972985313 0.04603698953036635 19.03623387031363 0.045157736080794854
57008.0760385 18.572426843354805 0.035951007926840424 18.982932264477533 0.04326949776134898 19.09236857470097 0.04596441773552783 18.9600513849833 0.042750640454743735
57008.08006 18.580553043394318 0.0375300582441185 18.91410682004625 0.04344648385800683 19.041765021234035 0.04648161839744416 19.12459326802785 0.04872145890298485
57008.0841032 18.58053421958359 0.03599063332905865 19.01282067591369 0.0446536657386906 18.94495237488369 0.042963456634924964 19.136706290674496 0.048113544235687776
57008.0881272 18.550233546262675 0.036562237082500636 18.944210688571534 0.04374286008975639 18.913032877649982 0.04303121073955074 19.16524048434746 0.049644808929294716
57008.0921436 18.602021917790566 0.03540033719905806 18.929814565833723 0.04188528632162494 18.913258381417577 0.04149042343664645 19.05225509349322 0.04505986647819994
57008.096172 18.59652894408312 0.034876230917880995 18.8793492379343 0.0401422340042088 19.03975139208616 0.04406089543842385 19.05221628656495 0.04439775535958226
57008.1002092 18.572989137860095 0.03770423122887071 18.934465969386686 0.043958378564019074 18.974280004736883 0.044848312836060014 19.039826494514138 0.046414485930581305
57008.1042234 18.669268312534463 0.037214546911536174 18.984335072511783 0.04324463045213889 19.034967458470767 0.0444597599720649 19.039550784236283 0.04457352407901328
57008.1082457 18.58088596706558 0.034952753687444875 18.98483058173862 0.04228034589284409 18.99426499645881 0.04250076546322822 19.084103432146208 0.0447311873618997
57008.1122926 18.55948576087885 0.03540167419782929 18.990078983284235 0.0430378362620655 19.011186573840025 0.04353254150401609 19.100876206877054 0.045783016172346314
57008.1165182 18.663914582851096 0.042673706114929245 18.948214482943794 0.044604098377489694 19.031505329726578 0.045355209167941224 19.182883883685903 0.04699428232752103
57008.1247694 18.576521464381933 0.046599481344638954 18.900327322592965 0.051093474630951 18.99527149868721 0.05286809189604809 19.144519018990053 0.056177690381447196
57008.128795 18.564065398169635 0.044588210133980066 18.895283240199806 0.04929092717792646 19.02801526323229 0.05190059296857556 19.078082302158325 0.05301522498943032
57008.1328164 18.5709602721156 0.04499927531183436 18.938116110885375 0.05016295077575872 18.96680484887004 0.050694860167903186 19.133404668514498 0.05423878180258774
57008.1368453 18.55904063037915 0.042478941144803724 18.958447715428502 0.048582050097453436 18.991763073045746 0.049263895095460794 19.11243003338386 0.05200466667516595
57008.1408689 18.563060513094833 0.04635293581504287 18.906946631802835 0.05114851175505801 18.960352894401147 0.05213453825214736 19.084582985672544 0.054734495847512894
57008.1448883 18.55382555089217 0.04677560518960087 18.869533071712173 0.05106729112978457 18.938709832430778 0.05230523183911511 19.17974388202702 0.057682810296505335
57008.1489087 18.534538387852535 0.04605365633529949 18.91324363872181 0.051417950485260495 18.927073204071107 0.05167566146956025 19.162635349973247 0.056914372905185494
57008.1529257 18.579848996522042 0.0498975856809781 18.884743152303074 0.05397825668870664 18.949139348405254 0.05510487520450319 19.12332388002165 0.05872695704226361
57008.1569684 18.580792379403746 0.04646282461622477 18.90927072416732 0.051319666355565244 18.914081364077653 0.05140944997750882 19.15414956145834 0.0567396073313528
57008.1650153 18.587488978197236 0.04853459502767747 18.88212057253106 0.05302102193789413 18.873804683856214 0.05286613159208349 19.179490112236817 0.05991276626183935
57008.1690417 18.560746616888913 0.04587754458922006 18.86424058877304 0.05047171771587083 18.853421172643895 0.05027095050414393 19.18188424334001 0.057903900323341244
57008.1771387 18.583412123254504 0.049121814789659914 18.836470727135776 0.052987198542303285 18.887703043252735 0.053958668553345183 19.159993795511035 0.060451285582291896
57008.1813523 18.626726444226477 0.02831258602707221 18.910405707278336 0.03160492103300387 18.944884732527626 0.03209809861153058 19.24856848026384 0.03752053693671372
57008.1855861 18.571006778350537 0.03680240317104979 18.82684844367006 0.041757031377172904 18.850598476814604 0.042303535659048076 19.132266024385956 0.050115568094763384
57008.1896615 18.579776899124283 0.03774174307062385 18.795207339971174 0.041893427175137596 18.862951025777107 0.043451900976567474 19.158000461641507 0.051924954007752995
57008.1936849 18.542216517570917 0.03721513070384634 18.824259305276563 0.04266052987691756 18.88187042648702 0.044032932558525535 19.129549665196286 0.05113476556503661
57008.1977089 18.58102090241911 0.03727003355945002 18.82295644861113 0.042062948348745244 18.87260896446837 0.0432398619368201 19.146102220595687 0.05112163634488773
57008.2017303 18.571696242098536 0.03681642544316987 18.860074731451412 0.0425639204498228 18.85332809972575 0.04240429610851037 19.113873281531266 0.049600274882908954
57008.2057575 18.572262441783064 0.036743226521287115 18.820271725065723 0.04152094619898354 18.84063085476913 0.04198391020228358 19.206177376360657 0.052513147468536504
57008.2097744 18.578368542773948 0.036584958271104175 18.86662715772399 0.04247282987523522 18.87561969246459 0.042692520786151794 19.18696099155663 0.05190822992525861
57008.2137897 18.55554280863109 0.03715668594417015 18.851522740001688 0.04310551997493185 18.91179139155789 0.04461037760254949 19.177312868741605 0.0526633598236422
57008.2178242 18.615102468502513 0.037953332718353966 18.8117577838133 0.04211738359617107 18.872702388856222 0.043625827767237065 19.17782249098729 0.053008616974698955
57008.2218525 18.546951011676658 0.038121618597601034 18.874929525213776 0.04474688276357386 18.849070458726683 0.04411846960276438 19.192002384682795 0.05424809530260436
57008.2258691 18.56318539912055 0.03759410676080215 18.82814886538295 0.04301789158252411 18.84450594833926 0.043415301570282935 19.188571048374865 0.0538084070053143
57008.2298905 18.58754169230306 0.03731939101296079 18.85111137861179 0.04302202974108088 18.826658687794797 0.042412124044081796 19.198546478702283 0.05382482723238241
57008.233917 18.613488587998315 0.03903358023029302 18.87374562447768 0.044670643066757686 18.85227791317051 0.044133429011750665 19.193597305918345 0.05450360295336677
57008.2379349 18.57453858586075 0.036888313873938684 18.85730591798555 0.04303844146569028 18.839019996490933 0.04257353506603988 19.22126676777577 0.05462442758551844
57008.2421599 18.63437020135758 0.02997575286136869 18.982811147521403 0.034227321893655356 18.940806620071577 0.03360132663409707 19.27676767048657 0.0396966783332848
57008.2463465 18.60059518767892 0.03898359716279743 18.93176976221787 0.0464683017298567 18.90389430855099 0.045714406575728825 19.186925632094084 0.05462472751182119
57008.2504054 18.63319411152556 0.0388199096528079 18.877189933142144 0.044259048181036376 18.881203268627154 0.044362797142671134 19.194875363353425 0.05415715818714958
57008.2544334 18.592903825553638 0.038762539309711526 18.909657447588984 0.04577053482685952 18.867728807379766 0.044677795433541445 19.2331833493799 0.05624768446760666
57008.2584688 18.58835652872333 0.037864129018059293 18.924747753594 0.04551412894929903 18.890445581146416 0.04458355886418339 19.210615870537175 0.05485934076143122
57008.262493 18.572664865279936 0.038830296440467975 18.898017922259164 0.0461212961126995 18.863490911905547 0.04520182366763398 19.18037897270922 0.05519217626201545
57008.2665195 18.602039651711486 0.039807681643406534 18.90523248374746 0.04695928176844365 18.872619343179046 0.046057337887807734 19.154018690720168 0.055074387593182055
