960.527 3974.072 975.665 3984.783
1447.111 3194.698 1463.135 3204.041
2446.344 3575.303 2460.640 3584.388
4414.759 3635.767 4431.166 3646.583
3387.976 2146.972 3402.273 2148.794
978.484 1794.840 994.797 1799.993
1806.875 1206.066 1820.908 1207.870
3345.009 1265.921 3360.234 1266.370
4157.264 1536.412 4171.773 1536.732
